EOD,From Time,To time,Job name,,
240219,2024-02-19 22:25:24,2024-02-19 23:16:05,ICSJOBRA  ,,
240218,2024-02-18 22:47:45,2024-02-18 23:44:32,ICSJOBRA  ,,
240217,2024-02-17 23:03:26,2024-02-18 00:12:58,ICSJOBRA  ,,
240216,2024-02-16 22:00:24,2024-02-16 23:04:53,ICSJOBRA  ,,
240215,2024-02-15 21:59:45,2024-02-15 22:57:21,ICSJOBRA  ,,
240214,2024-02-14 21:58:05,2024-02-14 22:54:05,ICSJOBRA  ,,
240213,2024-02-13 22:01:08,2024-02-13 22:52:12,ICSJOBRA  ,,
240212,2024-02-12 22:04:39,2024-02-12 22:55:26,ICSJOBRA  ,,
240211,2024-02-11 22:02:48,2024-02-11 22:57:07,ICSJOBRA  ,,
240210,2024-02-10 22:09:34,2024-02-10 23:10:57,ICSJOBRA  ,,
240209,2024-02-09 22:04:32,2024-02-09 23:02:24,ICSJOBRA  ,,
240208,2024-02-08 21:59:22,2024-02-08 22:51:41,ICSJOBRA  ,,
240207,2024-02-07 22:03:46,2024-02-07 23:02:03,ICSJOBRA  ,,
240206,2024-02-06 22:00:11,2024-02-06 22:56:12,ICSJOBRA  ,,
240205,2024-02-05 22:00:24,2024-02-05 22:59:20,ICSJOBRA  ,,
240204,2024-02-04 22:03:00,2024-02-04 23:04:18,ICSJOBRA  ,,
240203,2024-02-03 22:03:30,2024-02-03 23:18:47,ICSJOBRA  ,,
240202,2024-02-02 22:02:44,2024-02-02 23:01:36,ICSJOBRA  ,,
240201,2024-02-01 22:02:23,2024-02-01 22:56:58,ICSJOBRA  ,,
240131,2024-01-31 22:22:12,2024-01-31 23:25:45,ICSJOBRA  ,,
240130,2024-01-30 22:02:30,2024-01-30 22:59:21,ICSJOBRA  ,,
240129,2024-01-29 21:59:09,2024-01-29 22:53:48,ICSJOBRA  ,,
240128,2024-01-28 21:59:54,2024-01-28 22:56:04,ICSJOBRA  ,,
240127,2024-01-27 21:59:53,2024-01-27 22:59:35,ICSJOBRA  ,,
240126,2024-01-26 22:03:52,2024-01-26 23:04:24,ICSJOBRA  ,,
240125,2024-01-25 21:54:37,2024-01-25 22:44:30,ICSJOBRA  ,,
240124,2024-01-24 22:01:32,2024-01-24 22:55:12,ICSJOBRA  ,,
240123,2024-01-23 21:57:09,2024-01-23 22:49:58,ICSJOBRA  ,,
240122,2024-01-22 21:58:06,2024-01-22 22:49:50,ICSJOBRA  ,,
240121,2024-01-21 21:58:16,2024-01-21 22:50:15,ICSJOBRA  ,,
240120,2024-01-20 22:01:43,2024-01-20 22:55:38,ICSJOBRA  ,,
240119,2024-01-19 22:06:48,2024-01-19 22:58:42,ICSJOBRA  ,,
240118,2024-01-18 21:58:01,2024-01-18 22:51:55,ICSJOBRA  ,,
240117,2024-01-17 21:58:25,2024-01-17 22:49:34,ICSJOBRA  ,,
240116,2024-01-16 21:59:00,2024-01-16 22:57:47,ICSJOBRA  ,,
240115,2024-01-15 21:57:24,2024-01-15 22:47:21,ICSJOBRA  ,,
240114,2024-01-14 22:01:14,2024-01-14 22:52:43,ICSJOBRA  ,,
240113,2024-01-13 21:57:55,2024-01-13 22:52:50,ICSJOBRA  ,,
240112,2024-01-12 21:58:22,2024-01-12 22:51:17,ICSJOBRA  ,,
240111,2024-01-11 21:57:16,2024-01-11 22:49:35,ICSJOBRA  ,,
240110,2024-01-10 21:58:37,2024-01-10 22:54:17,ICSJOBRA  ,,
240109,2024-01-09 22:00:33,2024-01-09 22:52:32,ICSJOBRA  ,,
240108,2024-01-08 22:01:33,2024-01-08 22:55:23,ICSJOBRA  ,,
240107,2024-01-07 22:01:55,2024-01-07 22:58:36,ICSJOBRA  ,,
240106,2024-01-06 22:05:13,2024-01-06 23:02:17,ICSJOBRA  ,,
240105,2024-01-05 21:58:50,2024-01-05 22:53:55,ICSJOBRA  ,,
240104,2024-01-04 22:01:16,2024-01-04 22:57:26,ICSJOBRA  ,,
240103,2024-01-03 22:11:22,2024-01-03 23:07:16,ICSJOBRA  ,,
240102,2024-01-02 22:03:21,2024-01-02 22:58:17,ICSJOBRA  ,,
240101,2024-01-01 22:09:12,2024-01-01 23:02:26,ICSJOBRA  ,,
231231,2023-12-31 21:56:32,2023-12-31 22:42:30,ICSJOBRA  ,,
231230,2023-12-30 21:59:44,2023-12-30 22:54:44,ICSJOBRA  ,,
231229,2023-12-29 22:00:20,2023-12-29 22:54:50,ICSJOBRA  ,,
231228,2023-12-28 22:09:04,2023-12-28 23:06:59,ICSJOBRA  ,,
231227,2023-12-27 22:00:53,2023-12-27 22:56:48,ICSJOBRA  ,,
231226,2023-12-26 22:00:25,2023-12-26 23:00:41,ICSJOBRA  ,,
231225,2023-12-25 21:58:11,2023-12-25 22:52:05,ICSJOBRA  ,,
231224,2023-12-24 21:58:43,2023-12-24 22:50:58,ICSJOBRA  ,,
231223,2023-12-23 21:58:12,2023-12-23 22:54:03,ICSJOBRA  ,,
231222,2023-12-22 21:58:57,2023-12-22 22:48:10,ICSJOBRA  ,,
231221,2023-12-21 22:03:42,2023-12-21 22:58:27,ICSJOBRA  ,,
231220,2023-12-20 22:02:23,2023-12-20 22:56:32,ICSJOBRA  ,,
231219,2023-12-19 21:58:42,2023-12-19 22:54:39,ICSJOBRA  ,,
231218,2023-12-18 22:01:12,2023-12-18 22:52:56,ICSJOBRA  ,,
231217,2023-12-17 21:57:53,2023-12-17 22:50:26,ICSJOBRA  ,,
231216,2023-12-16 22:01:11,2023-12-16 22:54:26,ICSJOBRA  ,,
231215,2023-12-15 21:55:26,2023-12-15 22:49:41,ICSJOBRA  ,,
231214,2023-12-14 21:58:54,2023-12-14 22:54:12,ICSJOBRA  ,,
231213,2023-12-13 21:59:24,2023-12-13 23:04:28,ICSJOBRA  ,,
231212,2023-12-12 21:54:19,2023-12-12 22:43:17,ICSJOBRA  ,,
231211,2023-12-11 21:53:14,2023-12-11 22:37:00,ICSJOBRA  ,,
231210,2023-12-10 22:00:39,2023-12-10 22:50:17,ICSJOBRA  ,,
231209,2023-12-09 21:54:44,2023-12-09 22:43:16,ICSJOBRA  ,,
231208,2023-12-08 21:56:26,2023-12-08 22:43:58,ICSJOBRA  ,,
231207,2023-12-07 21:59:34,2023-12-07 22:51:12,ICSJOBRA  ,,
231206,2023-12-06 21:57:08,2023-12-06 22:45:31,ICSJOBRA  ,,
231205,2023-12-05 21:57:41,2023-12-05 22:49:50,ICSJOBRA  ,,
231204,2023-12-04 22:01:50,2023-12-04 22:54:03,ICSJOBRA  ,,
231203,2023-12-03 21:59:35,2023-12-03 22:49:17,ICSJOBRA  ,,
231202,2023-12-02 21:56:52,2023-12-02 22:49:50,ICSJOBRA  ,,
231201,2023-12-01 21:55:28,2023-12-01 22:47:11,ICSJOBRA  ,,
231130,2023-11-30 22:00:29,2023-11-30 22:50:36,ICSJOBRA  ,,
231129,2023-11-29 21:54:26,2023-11-29 22:44:23,ICSJOBRA  ,,
231128,2023-11-28 21:57:28,2023-11-28 22:43:09,ICSJOBRA  ,,
231127,2023-11-27 22:00:09,2023-11-27 22:46:05,ICSJOBRA  ,,
231126,2023-11-26 21:54:31,2023-11-26 22:44:24,ICSJOBRA  ,,
231125,2023-11-25 21:52:09,2023-11-25 22:39:21,ICSJOBRA  ,,
231124,2023-11-24 21:55:56,2023-11-24 22:41:53,ICSJOBRA  ,,
231123,2023-11-23 21:52:11,2023-11-23 22:36:31,ICSJOBRA  ,,
231122,2023-11-22 22:00:33,2023-11-22 22:46:19,ICSJOBRA  ,,
231121,2023-11-21 21:57:19,2023-11-21 22:42:35,ICSJOBRA  ,,
231120,2023-11-20 21:56:30,2023-11-20 22:41:35,ICSJOBRA  ,,
231119,2023-11-19 21:55:05,2023-11-19 22:42:02,ICSJOBRA  ,,
231118,2023-11-18 21:51:15,2023-11-18 22:37:20,ICSJOBRA  ,,
231117,2023-11-17 21:55:03,2023-11-17 22:53:47,ICSJOBRA  ,,
231116,2023-11-16 21:57:05,2023-11-16 22:31:48,ICSJOBRA  ,,
231115,2023-11-15 21:56:02,2023-11-15 23:25:55,ICSJOBRA  ,,
231114,2023-11-14 21:53:00,2023-11-14 22:53:56,ICSJOBRA  ,,
231113,2023-11-13 21:54:52,2023-11-13 22:53:58,ICSJOBRA  ,,
231112,2023-11-12 22:00:05,2023-11-12 23:14:50,ICSJOBRA  ,,
231111,2023-11-11 21:53:03,2023-11-11 22:55:40,ICSJOBRA  ,,
231110,2023-11-10 21:55:52,2023-11-10 22:52:07,ICSJOBRA  ,,
231109,2023-11-09 21:55:11,2023-11-09 22:54:21,ICSJOBRA  ,,
231108,2023-11-08 21:55:20,2023-11-08 22:55:41,ICSJOBRA  ,,
231107,2023-11-07 21:54:57,2023-11-07 22:57:04,ICSJOBRA  ,,
231106,2023-11-06 21:56:30,2023-11-06 23:01:19,ICSJOBRA  ,,
231105,2023-11-05 21:57:59,2023-11-05 23:01:21,ICSJOBRA  ,,
231104,2023-11-04 21:53:14,2023-11-04 22:56:46,ICSJOBRA  ,,
231103,2023-11-03 21:56:13,2023-11-03 22:54:08,ICSJOBRA  ,,
231102,2023-11-02 21:55:01,2023-11-02 22:57:37,ICSJOBRA  ,,
231101,2023-11-01 22:00:29,2023-11-01 23:03:11,ICSJOBRA  ,,
231031,2023-10-31 21:52:34,2023-10-31 22:50:55,ICSJOBRA  ,,
231030,2023-10-30 21:56:28,2023-10-30 22:54:33,ICSJOBRA  ,,
231029,2023-10-29 21:52:49,2023-10-29 22:48:48,ICSJOBRA  ,,
231028,2023-10-28 21:54:40,2023-10-28 22:51:48,ICSJOBRA  ,,
231027,2023-10-27 21:56:41,2023-10-27 22:55:21,ICSJOBRA  ,,
231026,2023-10-26 21:57:43,2023-10-26 23:05:06,ICSJOBRA  ,,
231025,2023-10-25 21:56:43,2023-10-25 22:58:19,ICSJOBRA  ,,
231024,2023-10-24 21:54:26,2023-10-24 22:53:22,ICSJOBRA  ,,
231023,2023-10-23 21:56:33,2023-10-23 22:52:00,ICSJOBRA  ,,
231022,2023-10-22 21:59:01,2023-10-22 22:52:40,ICSJOBRA  ,,
231021,2023-10-21 21:53:02,2023-10-21 22:53:08,ICSJOBRA  ,,
231020,2023-10-20 21:55:57,2023-10-20 22:54:32,ICSJOBRA  ,,
231019,2023-10-19 21:54:04,2023-10-19 22:52:29,ICSJOBRA  ,,
231018,2023-10-18 21:51:00,2023-10-18 22:49:26,ICSJOBRA  ,,
231017,2023-10-17 21:59:00,2023-10-17 22:56:25,ICSJOBRA  ,,
231016,2023-10-16 21:56:45,2023-10-16 22:59:06,ICSJOBRA  ,,
231015,2023-10-15 21:52:52,2023-10-15 22:48:57,ICSJOBRA  ,,
231014,2023-10-14 21:51:25,2023-10-14 22:46:03,ICSJOBRA  ,,
231013,2023-10-13 21:50:59,2023-10-13 22:44:43,ICSJOBRA  ,,
231012,2023-10-12 21:52:40,2023-10-12 22:50:30,ICSJOBRA  ,,
231011,2023-10-11 21:52:57,2023-10-11 23:07:08,ICSJOBRA  ,,
231010,2023-10-10 21:56:43,2023-10-10 22:51:58,ICSJOBRA  ,,
231009,2023-10-09 21:53:14,2023-10-09 22:46:49,ICSJOBRA  ,,
231008,2023-10-08 21:54:25,2023-10-08 22:48:43,ICSJOBRA  ,,
231007,2023-10-07 21:51:19,2023-10-07 22:48:49,ICSJOBRA  ,,
231006,2023-10-06 21:53:28,2023-10-06 22:52:53,ICSJOBRA  ,,
231005,2023-10-05 21:53:11,2023-10-05 22:50:57,ICSJOBRA  ,,
231004,2023-10-04 21:52:53,2023-10-04 22:57:30,ICSJOBRA  ,,
231003,2023-10-03 21:53:50,2023-10-03 23:05:03,ICSJOBRA  ,,
231002,2023-10-02 22:07:00,2023-10-02 23:15:53,ICSJOBRA  ,,
231001,2023-10-01 21:57:22,2023-10-01 23:08:47,ICSJOBRA  ,,
230930,2023-09-30 21:56:30,2023-09-30 23:07:05,ICSJOBRA  ,,
230929,2023-09-29 21:56:15,2023-09-29 23:03:13,ICSJOBRA  ,,
230928,2023-09-28 21:51:13,2023-09-28 22:54:03,ICSJOBRA  ,,
230927,2023-09-27 21:53:24,2023-09-27 22:58:53,ICSJOBRA  ,,
230926,2023-09-26 21:50:56,2023-09-26 23:05:27,ICSJOBRA  ,,
230925,2023-09-25 21:53:24,2023-09-25 22:59:52,ICSJOBRA  ,,
230924,2023-09-24 21:49:42,2023-09-24 22:53:12,ICSJOBRA  ,,
230923,2023-09-23 21:51:36,2023-09-23 22:55:57,ICSJOBRA  ,,
230922,2023-09-22 21:50:10,2023-09-22 22:51:27,ICSJOBRA  ,,
230921,2023-09-21 21:53:19,2023-09-21 22:53:54,ICSJOBRA  ,,
230920,2023-09-20 21:52:15,2023-09-20 22:52:46,ICSJOBRA  ,,
230919,2023-09-19 21:47:56,2023-09-19 22:49:47,ICSJOBRA  ,,
230918,2023-09-18 21:50:17,2023-09-18 22:51:39,ICSJOBRA  ,,
230917,2023-09-17 21:52:58,2023-09-17 22:52:28,ICSJOBRA  ,,
230916,2023-09-16 21:50:22,2023-09-16 22:56:40,ICSJOBRA  ,,
230915,2023-09-15 21:49:26,2023-09-15 22:50:22,ICSJOBRA  ,,
230914,2023-09-14 21:50:14,2023-09-14 22:49:00,ICSJOBRA  ,,
230913,2023-09-13 21:50:53,2023-09-13 22:48:43,ICSJOBRA  ,,
230912,2023-09-12 21:51:15,2023-09-12 22:50:35,ICSJOBRA  ,,
230911,2023-09-11 21:50:15,2023-09-11 22:55:28,ICSJOBRA  ,,
230910,2023-09-10 21:47:55,2023-09-10 23:15:58,ICSJOBRA  ,,
230909,2023-09-09 21:50:18,2023-09-09 22:55:30,ICSJOBRA  ,,
230908,2023-09-08 21:46:35,2023-09-08 22:45:25,ICSJOBRA  ,,
230907,2023-09-07 21:48:35,2023-09-07 22:50:41,ICSJOBRA  ,,
230906,2023-09-06 21:48:25,2023-09-06 22:53:02,ICSJOBRA  ,,
230905,2023-09-05 21:52:04,2023-09-05 22:55:01,ICSJOBRA  ,,
230904,2023-09-04 21:50:12,2023-09-04 22:53:53,ICSJOBRA  ,,
230903,2023-09-03 21:49:55,2023-09-03 22:54:28,ICSJOBRA  ,,
230902,2023-09-02 21:53:02,2023-09-02 23:02:16,ICSJOBRA  ,,
230901,2023-09-01 21:53:25,2023-09-01 23:02:43,ICSJOBRA  ,,
230831,2023-08-31 21:51:59,2023-08-31 22:54:36,ICSJOBRA  ,,
230830,2023-08-30 21:50:00,2023-08-30 22:53:17,ICSJOBRA  ,,
230829,2023-08-29 21:52:08,2023-08-29 22:57:50,ICSJOBRA  ,,
230828,2023-08-28 21:47:51,2023-08-28 22:50:18,ICSJOBRA  ,,
230827,2023-08-27 21:48:20,2023-08-27 22:50:46,ICSJOBRA  ,,
230826,2023-08-26 21:49:02,2023-08-26 23:00:02,ICSJOBRA  ,,
230825,2023-08-25 21:49:20,2023-08-25 22:49:57,ICSJOBRA  ,,
230824,2023-08-24 21:47:53,2023-08-24 22:46:24,ICSJOBRA  ,,
230823,2023-08-23 21:50:02,2023-08-23 23:10:26,ICSJOBRA  ,,
230822,2023-08-22 21:46:38,2023-08-22 22:30:38,ICSJOBRA  ,,
230821,2023-08-21 21:51:01,2023-08-21 22:51:52,ICSJOBRA  ,,
230820,2023-08-20 21:45:59,2023-08-20 22:45:45,ICSJOBRA  ,,
230819,2023-08-19 21:48:13,2023-08-19 22:53:06,ICSJOBRA  ,,
230818,2023-08-18 21:48:46,2023-08-18 22:51:28,ICSJOBRA  ,,
230817,2023-08-17 21:46:18,2023-08-17 22:45:49,ICSJOBRA  ,,
230816,2023-08-16 21:41:16,2023-08-16 22:47:24,ICSJOBRA  ,,
230815,2023-08-15 21:44:54,2023-08-15 22:47:55,ICSJOBRA  ,,
230814,2023-08-14 21:42:41,2023-08-14 22:43:10,ICSJOBRA  ,,
230813,2023-08-13 21:42:25,2023-08-13 22:43:36,ICSJOBRA  ,,
230812,2023-08-12 21:47:50,2023-08-12 22:50:17,ICSJOBRA  ,,
230811,2023-08-11 21:47:44,2023-08-11 22:50:06,ICSJOBRA  ,,
230810,2023-08-10 21:50:37,2023-08-10 22:56:09,ICSJOBRA  ,,
230809,2023-08-09 21:43:57,2023-08-09 23:10:22,ICSJOBRA  ,,
230808,2023-08-08 21:49:12,2023-08-08 22:54:33,ICSJOBRA  ,,
230807,2023-08-07 21:41:37,2023-08-07 22:39:23,ICSJOBRA  ,,
230806,2023-08-06 21:49:31,2023-08-06 22:51:48,ICSJOBRA  ,,
230805,2023-08-05 21:47:34,2023-08-05 22:53:16,ICSJOBRA  ,,
230804,2023-08-04 21:42:50,2023-08-04 22:46:27,ICSJOBRA  ,,
230803,2023-08-03 21:50:06,2023-08-03 22:51:31,ICSJOBRA  ,,
230802,2023-08-02 21:50:25,2023-08-02 22:53:11,ICSJOBRA  ,,
230801,2023-08-01 21:48:24,2023-08-01 22:53:19,ICSJOBRA  ,,
230731,2023-07-31 21:52:45,2023-07-31 22:56:57,ICSJOBRA  ,,
230730,2023-07-30 21:43:53,2023-07-30 22:42:03,ICSJOBRA  ,,
230729,2023-07-29 21:45:08,2023-07-29 22:46:15,ICSJOBRA  ,,
230728,2023-07-28 21:46:41,2023-07-28 22:46:16,ICSJOBRA  ,,
230727,2023-07-27 21:44:24,2023-07-27 22:44:30,ICSJOBRA  ,,
230726,2023-07-26 21:46:37,2023-07-26 22:53:16,ICSJOBRA  ,,
230725,2023-07-25 21:50:17,2023-07-25 22:56:39,ICSJOBRA  ,,
230724,2023-07-24 21:48:16,2023-07-24 22:48:57,ICSJOBRA  ,,
230723,2023-07-23 21:45:11,2023-07-23 22:43:51,ICSJOBRA  ,,
230722,2023-07-22 21:47:15,2023-07-22 23:07:11,ICSJOBRA  ,,
230721,2023-07-21 21:42:40,2023-07-21 22:24:50,ICSJOBRA  ,,
230720,2023-07-20 21:41:58,2023-07-20 22:37:32,ICSJOBRA  ,,
230719,2023-07-19 21:43:22,2023-07-19 22:44:14,ICSJOBRA  ,,
230718,2023-07-18 21:41:47,2023-07-18 22:39:01,ICSJOBRA  ,,
230717,2023-07-17 21:43:56,2023-07-17 22:39:35,ICSJOBRA  ,,
230716,2023-07-16 21:45:12,2023-07-16 22:51:14,ICSJOBRA  ,,
230715,2023-07-15 21:42:53,2023-07-15 22:39:32,ICSJOBRA  ,,
230714,2023-07-14 21:44:33,2023-07-14 22:39:17,ICSJOBRA  ,,
230713,2023-07-13 21:43:32,2023-07-13 22:35:14,ICSJOBRA  ,,
230712,2023-07-12 21:43:31,2023-07-12 22:37:10,ICSJOBRA  ,,
230711,2023-07-11 21:45:43,2023-07-11 22:40:52,ICSJOBRA  ,,
230710,2023-07-10 21:42:32,2023-07-10 22:36:15,ICSJOBRA  ,,
230709,2023-07-09 21:41:31,2023-07-09 22:39:51,ICSJOBRA  ,,
230708,2023-07-08 21:43:41,2023-07-08 22:57:02,ICSJOBRA  ,,
230707,2023-07-07 21:42:52,2023-07-07 22:41:02,ICSJOBRA  ,,
230706,2023-07-06 21:41:31,2023-07-06 22:35:15,ICSJOBRA  ,,
230705,2023-07-05 21:42:35,2023-07-05 22:36:54,ICSJOBRA  ,,
230704,2023-07-04 21:42:27,2023-07-04 22:40:13,ICSJOBRA  ,,
230703,2023-07-03 21:41:33,2023-07-03 22:40:58,ICSJOBRA  ,,
230702,2023-07-02 21:44:25,2023-07-02 22:42:45,ICSJOBRA  ,,
230701,2023-07-01 21:45:18,2023-07-01 22:46:49,ICSJOBRA  ,,
230630,2023-06-30 21:45:02,2023-06-30 22:43:11,ICSJOBRA  ,,
230629,2023-06-29 21:44:26,2023-06-29 22:38:09,ICSJOBRA  ,,
230628,2023-06-28 21:40:18,2023-06-28 22:36:23,ICSJOBRA  ,,
230627,2023-06-27 21:41:53,2023-06-27 22:34:21,ICSJOBRA  ,,
230626,2023-06-26 21:41:48,2023-06-26 22:42:02,ICSJOBRA  ,,
230625,2023-06-25 21:53:42,2023-06-25 22:49:10,ICSJOBRA  ,,
230624,2023-06-24 21:44:12,2023-06-24 22:40:01,ICSJOBRA  ,,
230623,2023-06-23 21:42:06,2023-06-23 22:36:29,ICSJOBRA  ,,
230622,2023-06-22 21:40:00,2023-06-22 22:32:42,ICSJOBRA  ,,
230621,2023-06-21 21:41:00,2023-06-21 22:36:24,ICSJOBRA  ,,
230620,2023-06-20 21:42:26,2023-06-20 22:34:04,ICSJOBRA  ,,
230619,2023-06-19 21:43:24,2023-06-19 22:37:47,ICSJOBRA  ,,
230618,2023-06-18 21:41:50,2023-06-18 22:35:23,ICSJOBRA  ,,
230617,2023-06-17 21:40:17,2023-06-17 22:34:01,ICSJOBRA  ,,
230616,2023-06-16 21:42:19,2023-06-16 22:40:45,ICSJOBRA  ,,
230615,2023-06-15 21:41:00,2023-06-15 22:33:57,ICSJOBRA  ,,
230614,2023-06-14 21:40:55,2023-06-14 22:33:34,ICSJOBRA  ,,
230613,2023-06-13 21:42:10,2023-06-13 22:33:47,ICSJOBRA  ,,
230612,2023-06-12 21:43:28,2023-06-12 22:35:35,ICSJOBRA  ,,
230611,2023-06-11 21:39:24,2023-06-11 22:29:51,ICSJOBRA  ,,
230610,2023-06-10 21:42:05,2023-06-10 22:35:58,ICSJOBRA  ,,
230609,2023-06-09 21:39:12,2023-06-09 22:31:36,ICSJOBRA  ,,
230608,2023-06-08 21:38:46,2023-06-08 22:31:10,ICSJOBRA  ,,
230607,2023-06-07 21:42:05,2023-06-07 22:52:29,ICSJOBRA  ,,
230606,2023-06-06 21:44:13,2023-06-06 22:41:28,ICSJOBRA  ,,
230605,2023-06-05 21:40:35,2023-06-05 22:30:53,ICSJOBRA  ,,
230604,2023-06-04 21:41:59,2023-06-04 22:37:39,ICSJOBRA  ,,
230603,2023-06-03 21:39:53,2023-06-03 22:36:22,ICSJOBRA  ,,
230602,2023-06-02 21:41:42,2023-06-02 22:41:17,ICSJOBRA  ,,
230601,2023-06-01 21:42:18,2023-06-01 22:39:38,ICSJOBRA  ,,
240219,2024-02-19 22:31:22,2024-02-19 22:31:22,CMP611CA  ,,
240218,2024-02-18 22:49:11,2024-02-18 22:49:11,CMP611CA  ,,
240217,2024-02-17 23:04:02,2024-02-17 23:04:03,CMP611CA  ,,
240216,2024-02-16 22:01:25,2024-02-16 22:01:25,CMP611CA  ,,
240215,2024-02-15 22:00:35,2024-02-15 22:00:35,CMP611CA  ,,
240214,2024-02-14 21:59:11,2024-02-14 21:59:11,CMP611CA  ,,
240213,2024-02-13 22:02:24,2024-02-13 22:02:24,CMP611CA  ,,
240212,2024-02-12 22:05:25,2024-02-12 22:05:25,CMP611CA  ,,
240211,2024-02-11 22:04:24,2024-02-11 22:04:24,CMP611CA  ,,
240210,2024-02-10 22:10:15,2024-02-10 22:10:15,CMP611CA  ,,
240209,2024-02-09 22:05:08,2024-02-09 22:05:09,CMP611CA  ,,
240208,2024-02-08 22:00:03,2024-02-08 22:00:03,CMP611CA  ,,
240207,2024-02-07 22:04:42,2024-02-07 22:04:42,CMP611CA  ,,
240206,2024-02-06 22:01:17,2024-02-06 22:01:18,CMP611CA  ,,
240205,2024-02-05 22:01:24,2024-02-05 22:01:25,CMP611CA  ,,
240204,2024-02-04 22:04:01,2024-02-04 22:04:01,CMP611CA  ,,
240203,2024-02-03 22:04:26,2024-02-03 22:04:26,CMP611CA  ,,
240202,2024-02-02 22:03:45,2024-02-02 22:03:45,CMP611CA  ,,
240201,2024-02-01 22:03:14,2024-02-01 22:03:14,CMP611CA  ,,
240131,2024-01-31 22:22:53,2024-01-31 22:22:53,CMP611CA  ,,
240130,2024-01-30 22:03:31,2024-01-30 22:03:31,CMP611CA  ,,
240129,2024-01-29 22:00:15,2024-01-29 22:00:15,CMP611CA  ,,
240128,2024-01-28 22:00:45,2024-01-28 22:00:45,CMP611CA  ,,
240127,2024-01-27 22:02:14,2024-01-27 22:02:14,CMP611CA  ,,
240126,2024-01-26 22:05:23,2024-01-26 22:05:23,CMP611CA  ,,
240125,2024-01-25 21:55:13,2024-01-25 21:55:13,CMP611CA  ,,
240124,2024-01-24 22:02:07,2024-01-24 22:02:08,CMP611CA  ,,
240123,2024-01-23 21:58:00,2024-01-23 21:58:00,CMP611CA  ,,
240122,2024-01-22 21:58:37,2024-01-22 21:58:37,CMP611CA  ,,
240121,2024-01-21 21:59:22,2024-01-21 21:59:22,CMP611CA  ,,
240120,2024-01-20 22:02:39,2024-01-20 22:02:39,CMP611CA  ,,
240119,2024-01-19 22:10:40,2024-01-19 22:10:40,CMP611CA  ,,
240118,2024-01-18 21:59:42,2024-01-18 21:59:42,CMP611CA  ,,
240117,2024-01-17 21:59:21,2024-01-17 21:59:21,CMP611CA  ,,
240116,2024-01-16 21:59:36,2024-01-16 21:59:36,CMP611CA  ,,
240115,2024-01-15 21:58:30,2024-01-15 21:58:30,CMP611CA  ,,
240114,2024-01-14 22:02:05,2024-01-14 22:02:05,CMP611CA  ,,
240113,2024-01-13 22:00:37,2024-01-13 22:00:37,CMP611CA  ,,
240112,2024-01-12 22:00:34,2024-01-12 22:00:34,CMP611CA  ,,
240111,2024-01-11 21:58:07,2024-01-11 21:58:08,CMP611CA  ,,
240110,2024-01-10 21:59:53,2024-01-10 21:59:53,CMP611CA  ,,
240109,2024-01-09 22:02:34,2024-01-09 22:02:34,CMP611CA  ,,
240108,2024-01-08 22:02:24,2024-01-08 22:02:24,CMP611CA  ,,
240107,2024-01-07 22:03:06,2024-01-07 22:03:07,CMP611CA  ,,
240106,2024-01-06 22:07:09,2024-01-06 22:07:09,CMP611CA  ,,
240105,2024-01-05 21:59:41,2024-01-05 21:59:41,CMP611CA  ,,
240104,2024-01-04 22:02:22,2024-01-04 22:02:22,CMP611CA  ,,
240103,2024-01-03 22:12:07,2024-01-03 22:12:08,CMP611CA  ,,
240102,2024-01-02 22:04:43,2024-01-02 22:04:43,CMP611CA  ,,
240101,2024-01-01 22:10:13,2024-01-01 22:10:13,CMP611CA  ,,
231231,2023-12-31 21:57:23,2023-12-31 21:57:23,CMP611CA  ,,
231230,2023-12-30 22:00:25,2023-12-30 22:00:25,CMP611CA  ,,
231229,2023-12-29 22:01:32,2023-12-29 22:01:32,CMP611CA  ,,
231228,2023-12-28 22:10:00,2023-12-28 22:10:00,CMP611CA  ,,
231227,2023-12-27 22:01:59,2023-12-27 22:01:59,CMP611CA  ,,
231226,2023-12-26 22:02:06,2023-12-26 22:02:06,CMP611CA  ,,
231225,2023-12-25 22:00:27,2023-12-25 22:00:27,CMP611CA  ,,
231224,2023-12-24 21:59:19,2023-12-24 21:59:19,CMP611CA  ,,
231223,2023-12-23 21:58:48,2023-12-23 21:58:48,CMP611CA  ,,
231222,2023-12-22 21:59:58,2023-12-22 21:59:58,CMP611CA  ,,
231221,2023-12-21 22:04:33,2023-12-21 22:04:33,CMP611CA  ,,
231220,2023-12-20 22:04:24,2023-12-20 22:04:24,CMP611CA  ,,
231219,2023-12-19 21:59:48,2023-12-19 21:59:49,CMP611CA  ,,
231218,2023-12-18 22:02:08,2023-12-18 22:02:08,CMP611CA  ,,
231217,2023-12-17 21:58:34,2023-12-17 21:58:34,CMP611CA  ,,
231216,2023-12-16 22:02:07,2023-12-16 22:02:07,CMP611CA  ,,
231215,2023-12-15 21:56:17,2023-12-15 21:56:17,CMP611CA  ,,
231214,2023-12-14 21:59:35,2023-12-14 21:59:35,CMP611CA  ,,
231213,2023-12-13 21:59:55,2023-12-13 21:59:55,CMP611CA  ,,
231212,2023-12-12 21:55:00,2023-12-12 21:55:00,CMP611CA  ,,
231211,2023-12-11 21:53:50,2023-12-11 21:53:50,CMP611CA  ,,
231210,2023-12-10 22:01:35,2023-12-10 22:01:35,CMP611CA  ,,
